poisons path,model,target class,base class,num poisons,max perturbation norm,epoch,loss,training_acc,natural_acc,poison_acc
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/39/,pretrained_models/MobileNetV2_CIFAR100.pth,1,2,25,0.9960784316062927,39,0.6816482603549957,75.4,68.88,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/4/,pretrained_models/VGG11_CIFAR100.pth,2,4,25,1.0,39,0.552623464167118,80.88,66.3,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/4/,pretrained_models/MobileNetV2_CIFAR100.pth,2,4,25,1.0,39,0.6768081754446029,76.36,69.03,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/40/,pretrained_models/VGG11_CIFAR100.pth,2,1,25,1.0,39,0.5633114695549011,81.04,66.57,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/40/,pretrained_models/MobileNetV2_CIFAR100.pth,2,1,25,1.0,39,0.6726401090621948,77.16,68.97,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/41/,pretrained_models/VGG11_CIFAR100.pth,5,3,25,1.0,39,0.5434795930981636,81.72,66.13,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/41/,pretrained_models/MobileNetV2_CIFAR100.pth,5,3,25,1.0,39,0.659490966796875,76.48,68.76,True
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/42/,pretrained_models/VGG11_CIFAR100.pth,4,1,25,1.0,39,0.559275521337986,82.16,66.3,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/42/,pretrained_models/MobileNetV2_CIFAR100.pth,4,1,25,1.0,39,0.6924657076597214,76.12,68.9,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/43/,pretrained_models/VGG11_CIFAR100.pth,2,1,25,1.0,39,0.5736978933215141,80.88,66.38,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/43/,pretrained_models/MobileNetV2_CIFAR100.pth,2,1,25,1.0,39,0.6799916803836823,76.84,69.01,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/44/,pretrained_models/VGG11_CIFAR100.pth,7,9,25,1.0,39,0.5741343513131142,81.72,66.46,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/44/,pretrained_models/MobileNetV2_CIFAR100.pth,7,9,25,1.0,39,0.6866659104824067,75.96,68.66,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/45/,pretrained_models/VGG11_CIFAR100.pth,6,1,25,1.0,39,0.5606436103582382,81.48,66.41,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/45/,pretrained_models/MobileNetV2_CIFAR100.pth,6,1,25,1.0,39,0.6777365565299988,76.36,68.75,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/46/,pretrained_models/VGG11_CIFAR100.pth,4,1,25,1.0,39,0.578209188580513,80.68,66.21,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/46/,pretrained_models/MobileNetV2_CIFAR100.pth,4,1,25,1.0,39,0.6849730759859085,76.52,68.96,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/47/,pretrained_models/VGG11_CIFAR100.pth,3,2,25,1.0,39,0.533467523753643,81.92,66.33,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/47/,pretrained_models/MobileNetV2_CIFAR100.pth,3,2,25,1.0,39,0.665333342552185,77.0,69.2,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/48/,pretrained_models/VGG11_CIFAR100.pth,2,8,25,1.0,39,0.5637938916683197,81.76,66.48,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/48/,pretrained_models/MobileNetV2_CIFAR100.pth,2,8,25,1.0,39,0.6871666595339775,77.28,69.13,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/49/,pretrained_models/VGG11_CIFAR100.pth,3,7,25,1.0,39,0.5494029462337494,82.36,66.56,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/49/,pretrained_models/MobileNetV2_CIFAR100.pth,3,7,25,1.0,39,0.6762069225311279,75.36,69.18,False
poison_examples/cifar10-transfer/badnets_poisons_red/badnets_poisons/5/,pretrained_models/VGG11_CIFAR100.pth,7,9,25,1.0,39,0.5675236657261848,81.68,66.34,False
